anime_id,Name,Score,Genres,English name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
7311,Suzumiya Haruhi no Shoushitsu,8.65,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",The Disappearance of Haruhi Suzumiya,"One cold Christmas day, Kyon heads over to school and the SOS Brigade's holiday celebration, only to realize that Haruhi Suzumiya seems to have disappeared. Moreover, no one even remembers her or the SOS Brigade; Mikuru Asahina knows nothing and is now afraid of him, and Itsuki Koizumi has also gone missing. The Literature Club, formed only by an uncharacteristically shy Yuki Nagato, now occupies the old SOS club room. Suzumiya Haruhi no Shoushitsu is based on the fourth light novel of the acclaimed Haruhi series and is set after the events of the anime series. Not uncultured in the supernatural, Kyon will have to deal with his whole life turned upside down like a bad joke, and maybe it's better that way.",Movie,1,6-Feb-10,Unknown,"Kadokawa Shoten, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,Light novel,2 hr. 42 min.,PG-13 - Teens 13 or older,54,243,486871,11585,11330,322186,4922,3853
37987,Violet Evergarden Movie,8.65,"Slice of Life, Drama, Fantasy",Unknown,"original sequel to the TV anime which aired in 2018, the movie will follow ""auto memory doll"" Violet, still unable to forget about her former employer Gilbert, who taught her of love. One day, she meets his older brother Dietfried, who tells her that she should forget about Gilbert and move on - but it is impossible for her. Shortly after, Violet receives a call from a young client, while the post office discovers a letter with no address sitting in their warehouse. (Source: otakumode)",Movie,1,18-Sep-20,Unknown,Shochiku,Unknown,Kyoto Animation,Light novel,2 hr. 20 min.,PG-13 - Teens 13 or older,55,779,189859,961,4210,21244,1806,270
37779,Yakusoku no Neverland,8.65,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen",The Promised Neverland,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family, never to be heard from again. However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",TV,12,"Jan 10, 2019 to Mar 29, 2019",Winter 2019,"Aniplex, Dentsu, A-1 Pictures, Fuji TV, Shueisha, CA-Cygames Anime Fund",Aniplex of America,CloverWorks,Manga,22 min. per ep.,R - 17+ (violence & profanity),55,55,1133952,32542,78900,863136,17950,12852
12355,Ookami Kodomo no Ame to Yuki,8.64,"Fantasy, Slice of Life",Wolf Children,"Hana, a hard-working college student, falls in love with a mysterious man who attends one of her classes though he is not an actual student. As it turns out, he is not truly human either. On a full moon night, he transforms, revealing that he is the last werewolf alive. Despite this, Hana's love remains strong, and the two ultimately decide to start a family. Hana gives birth to two healthy children—Ame, born during rainfall, and Yuki, born during snowfall—both possessing the ability to turn into wolves, a trait inherited from their father. All too soon, however, the sudden death of her lover devastates Hana's life, leaving her to raise a peculiar family completely on her own. The stress of raising her wild-natured children in a densely populated city, all while keeping their identity a secret, culminates in a decision to move to the countryside, where she hopes Ame and Yuki can live a life free from the judgments of society. Wolf Children is the heartwarming story about the challenges of being a single mother in an unforgiving modern world.",Movie,1,21-Jul-12,Unknown,"Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Hiroshima Television",Funimation,Studio Chizu,Original,1 hr. 57 min.,PG - Children,56,170,616049,10216,11338,448228,3366,1277
33352,Violet Evergarden,8.64,"Slice of Life, Drama, Fantasy",Violet Evergarden,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning. Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.",TV,13,"Jan 11, 2018 to Apr 5, 2018",Winter 2018,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",Funimation,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,57,67,1039300,34340,92325,615251,36485,33681
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.64,"Psychological, Drama, Thriller, Fantasy",Unknown,Second half of Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season .,TV,12,"Jan 6, 2021 to ?",Winter 2021,Kadokawa,Unknown,White Fox,Light novel,28 min. per ep.,R - 17+ (violence & profanity),56,399,342829,5059,214713,51,4191,1568
22135,Ping Pong the Animation,8.63,"Drama, Psychological, Seinen, Sports",Ping Pong the Animation,"""The hero comes. The hero comes. The hero comes. Chant these words in your mind, and I'll surely come to you..."" This mantra is what Makoto Tsukimoto repeats as a source of motivation when he fights through the stress of not only grueling ping pong matches, but also in situations of his life. Makoto doesn't fight alone; he and his friend, Yutaka Hoshino, nicknamed Smile and Peco respectively, are two boys who have grown up playing ping pong together nearly every day. Peco, brimming with confidence, aims to be the best table tennis player in the world; Smile, on the other hand, shows little ambition. Nevertheless, the two have always stuck together, with a bond built upon their mutual love for this sport. Every year, students from all across Japan gather for the inter-high table tennis competition to achieve national and international stardom. Through intense training and competition, only the very best persevere. From the avant-garde director of Tatami Galaxy , Masaaki Yuasa, Ping Pong the Animation serves a tale of ambition with its fair share of bumps along the way. Whatever the odds, Peco and Smile will face them together.",TV,11,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Science SARU",Funimation,Tatsunoko Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,59,545,265774,11436,11309,145309,7203,5683
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.63,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Unknown,"On a warm summer day, a boy heard the sound of bells ringing, as if in celebration, in the mountain near his home. Several years later in that same mountain, the mushishi Ginko encounters a strange girl with weeds growing out of her body. Soon after, Ginko coincidentally runs into the now grown-up boy Yoshiro on his way off the mountain. With Yoshiro’s help, Ginko soon begins to uncover who this mysterious girl is and what happened to her. An adaptation of the last arc in the manga, Mushishi Zoku Shou: Suzu no Shizuku follows Ginko’s peculiar journey amidst the occult to unravel the mystery behind the enigmatic girl called Kaya and the mountain that has become her home.",Movie,1,16-May-15,Unknown,"Aniplex, Kodansha, Delfi Sound",Unknown,Artland,Manga,47 min.,PG-13 - Teens 13 or older,61,1448,96435,201,2617,50964,1041,577
1535,Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",Death Note,"shinigami, as a god of death, can kill any person—provided they see their victim's face and write their victim's name in a notebook called a Death Note. One day, Ryuk, bored by the shinigami lifestyle and interested in seeing how a human would use a Death Note, drops one into the human realm. High school student and prodigy Light Yagami stumbles upon the Death Note and—since he deplores the state of the world—tests the deadly notebook by writing a criminal's name in it. When the criminal dies immediately following his experiment with the Death Note, Light is greatly surprised and quickly recognizes how devastating the power that has fallen into his hands could be. With this divine capability, Light decides to extinguish all criminals in order to build a new world where crime does not exist and people worship him as a god. Police, however, quickly discover that a serial killer is targeting criminals and, consequently, try to apprehend the culprit. To do this, the Japanese investigators count on the assistance of the best detective in the world: a young and eccentric man known only by the name of L.",TV,37,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),60,1,2589552,145201,122401,2146116,75054,80834
38000,Kimetsu no Yaiba,8.62,"Action, Demons, Historical, Shounen, Supernatural",Demon Slayer:Kimetsu no Yaiba,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night. When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.",TV,26,"Apr 6, 2019 to Sep 28, 2019",Spring 2019,"Aniplex, Shueisha",Aniplex of America,ufotable,Manga,23 min. per ep.,R - 17+ (violence & profanity),62,24,1423778,51725,154413,1079964,24614,19506
38474,Yuru Camp△ Season 2,8.61,"Slice of Life, Comedy",Laid-Back Camp,"Having spent Christmas camping with her new friends, Rin Shima embarks on a solo-camping trip to see the New Year sunrise by the sea. All goes according to plan until unforeseen weather blocks the roads back home, making a return trip impossible. Rin, who is now stranded for a few days, is invited by Nadeshiko Kagamihara to stay at her grandmother's house. What is supposed to be a two-day trip becomes an extended period of sightseeing and new experiences for Rin, and she encounters some new and old faces along the way. Yuru Camp△ Season 2 continues the story of Rin, Nadeshiko, and their friends as they further explore the joys of camping.",TV,13,"Jan 7, 2021 to ?",Winter 2021,"Half H.P Studio, MAGES., DeNA",Unknown,C-Station,Manga,23 min. per ep.,PG-13 - Teens 13 or older,65,1381,101971,903,44585,9,1051,389
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.61,"Action, Adventure, Shounen",JoJo's Bizarre Adventure:Golden Wind,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur. Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Buccellati, a member of the Passione gang with his own sense of justice. JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.",TV,39,"Oct 6, 2018 to Jul 28, 2019",Fall 2018,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",VIZ Media,David Production,Manga,23 min. per ep.,R - 17+ (violence & profanity),63,211,542642,21884,64809,383733,10625,5735
7785,Yojouhan Shinwa Taikei,8.61,"Mystery, Comedy, Psychological, Romance",The Tatami Galaxy,"One autumn evening at a mysterious ramen stand behind the Shimogamo Shrine, a lonely third-year college student bumps into a man with an eggplant-shaped head who calls himself a god of matrimony. Meeting this man causes the student to reflect upon his past two years at college—two years bitterly spent trying to break up couples on campus with his only friend Ozu, a ghoulish-looking man seemingly set on making his life as miserable as possible. Resolving to make the most out of the rest of his college life, the student attempts to ask out the unsociable but kind-hearted underclassman Akashi, yet fails to follow through, prompting him to regret not living out his college life differently. As soon as this thought passes through his head, however, he is hurtled through time and space to the beginning of his years at college and given another chance to live his life. Surreal, artistic, and mind-bending, Yojouhan Shinwa Taikei chronicles the misadventures of a young man on a journey to make friends, find love, and experience the rose-colored campus life he always dreamed of.",TV,11,"Apr 23, 2010 to Jul 2, 2010",Spring 2010,"Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music",Funimation,Madhouse,Novel,23 min. per ep.,R - 17+ (violence & profanity),65,454,307558,14335,19309,114567,11664,7132
31757,Kizumonogatari II: Nekketsu-hen,8.61,"Action, Mystery, Supernatural, Vampire",Kizumonogatari Part 2:Nekketsu,"No longer truly human, Koyomi Araragi decides to retrieve Kiss-shot Acerola-orion Heart-under-blade's severed body parts that were stolen by three powerful vampire hunters. Awaiting him are Dramaturgie, a vampire hunter who is a vampire himself; Episode, a half-vampire with the ability to transform into mist; and Guillotinecutter, a human priest who is the most dangerous of them all. Unbeknownst to Araragi, each minute he spends trying to retrieve Kiss-shot's limbs makes him less of a human and more of a vampire. Will he be able to keep his wish of becoming human once again by the end of his battles?",Movie,1,19-Aug-16,Unknown,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,1 hr. 4 min.,R - 17+ (violence & profanity),64,460,305408,1847,6076,227787,1737,769
19647,Hajime no Ippo: Rising,8.6,"Comedy, Sports, Drama, Shounen",Hajime No Ippo:The Fighting!,"Japanese Featherweight Champion Makunouchi Ippo has defended his title belt once more with the help of his devastating signature move: the Dempsey Roll. However, new challengers are rising up left and right, claiming to have an answer for the move responsible for crushing his opponents. Will Ippo be able to step up to the challenge, or will the weight of his pride destroy him before he finds out just what it means to be strong? Meanwhile, fellow Kamogawa Gym mate Aoki Masaru is just a hop, skip, and a Frog Punch away from claiming his own belt, ready to take on the Japanese Lightweight Champion! Hajime no Ippo: Rising continues Ippo's quest to become stronger, featuring the same cast of loveable dimwits from Kamogawa Gym, as they put their bodies and hearts on the line to make their way in the harsh world of professional boxing. With a will of iron, Ippo steps into the ring once again.",TV,25,"Oct 6, 2013 to Mar 29, 2014",Fall 2013,"VAP, Kodansha, Nippon Television Network",Unknown,"Madhouse, MAPPA",Manga,22 min. per ep.,PG-13 - Teens 13 or older,69,851,175315,1010,7901,129332,2857,1495
10379,Natsume Yuujinchou San,8.6,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends Season 3,"Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contracts in the ""Book of Friends."" Natsume comes to terms with his ability to see youkai and stops thinking of it as a curse. As he spends more time with his human and youkai friends, he realizes how much he values them both and decides he doesn't have to choose between the spirit and human worlds to be happy.",TV,13,"Jul 5, 2011 to Sep 27, 2011",Summer 2011,"Aniplex, Sakura Create","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,67,738,200904,1287,7668,125678,3752,1978
28735,Shouwa Genroku Rakugo Shinjuu,8.6,"Drama, Historical, Josei",Showa Genroku Rakugo Shinju,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of Rakugo, a traditional Japanese form of comedic storytelling. Inspired during his incarceration by the performance of distinguished practitioner Yakumo Yuurakutei, he sets his mind on meeting the man who changed his life. After hearing Yotarou's desperate appeal for his mentorship, Yakumo is left with no choice but to accept his very first apprentice. As he eagerly begins his training, Yotarou meets Konatsu, an abrasive young woman who has been under Yakumo's care ever since her beloved father Sukeroku Yuurakutei, another prolific Rakugo performer, passed away. Through her hidden passion, Yotarou is drawn to Sukeroku's unique style of Rakugo despite learning under contrasting techniques. Upon seeing this, old memories and feelings return to Yakumo who reminisces about a much earlier time when he made a promise with his greatest rival. Shouwa Genroku Rakugo Shinjuu is a story set in both the past and present, depicting the art of Rakugo, the relationships it creates, and the lives and hearts of those dedicated to keeping the unique form of storytelling alive.",TV,13,"Jan 9, 2016 to Apr 2, 2016",Winter 2016,"Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",Unknown,Studio Deen,Manga,26 min. per ep.,PG-13 - Teens 13 or older,68,653,223244,4906,16591,84037,10218,6878
42897,Horimiya,8.6,"Slice of Life, Comedy, Romance, School, Shounen",Horimiya,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent. Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.",TV,13,"Jan 10, 2021 to ?",Winter 2021,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo",Funimation,CloverWorks,Manga,23 min. per ep.,PG-13 - Teens 13 or older,71,366,363936,9065,245814,189,3413,2018
32983,Natsume Yuujinchou Go,8.59,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends Season 5,Season 5 of Natsume Yuujinchou .,TV,11,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",Unknown,Shuka,Manga,23 min. per ep.,PG-13 - Teens 13 or older,75,1092,135177,690,8773,72069,2758,1531
36098,Kimi no Suizou wo Tabetai,8.59,Drama,I want to eat your pancreas,"The aloof protagonist: a bookworm who is deeply detached from the world he resides in. He has no interest in others and is firmly convinced that nobody has any interest in him either. His story begins when he stumbles across a handwritten book, titled ""Living with Dying."" He soon identifies it as a secret diary belonging to his popular, bubbly classmate Sakura Yamauchi. She then confides in him about the pancreatic disease she is suffering from and that her time left is finite. Only her family knows about her terminal illness; not even her best friends are aware. Despite this revelation, he shows zero sympathy for her plight, but caught in the waves of Sakura's persistent buoyancy, he eventually concedes to accompanying her for her remaining days. As the pair of polar opposites interact, their connection strengthens, interweaving through their choices made with each passing day. Her apparent nonchalance and unpredictability disrupts the protagonist's impassive flow of life, gradually opening his heart as he discovers and embraces the true meaning of living.",Movie,1,1-Sep-18,Unknown,Aniplex,Aniplex of America,Studio VOLN,Novel,1 hr. 48 min.,PG-13 - Teens 13 or older,74,300,437815,10435,11562,299661,2550,947
11741,Fate/Zero 2nd Season,8.59,"Action, Supernatural, Magic, Fantasy",Fate/Zero Season 2,"s the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win. Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.",TV,12,"Apr 8, 2012 to Jun 24, 2012",Spring 2012,"Aniplex, Nitroplus, Seikaisha, Notes",Aniplex of America,ufotable,Light novel,24 min. per ep.,R - 17+ (violence & profanity),71,105,808294,17197,21363,649100,8229,4724
35760,Shingeki no Kyojin Season 3,8.59,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan Season 3,"Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well. After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe. In Shingeki no Kyojin Season 3 , Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: humans.",TV,12,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),76,48,1212430,14971,62604,991045,10271,6048
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.59,"Action, Fantasy, Magic, Supernatural",Fate/stay night:Heaven's Feel - II. Lost Butterfly,"The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it. Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Toosaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed. Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly continues to focus on the remaining Masters and Servants as they fight each other in the hopes of obtaining the Holy Grail. However, as darkness arises within Fuyuki City, even the state of their sacred war could be in danger.",Movie,1,12-Jan-19,Unknown,"Aniplex, Notes, Kadokawa",Aniplex of America,ufotable,Visual novel,1 hr. 57 min.,R - 17+ (violence & profanity),70,737,200194,2610,4825,121809,1433,641
12365,Bakuman. 3rd Season,8.58,"Comedy, Drama, Romance, Shounen",Bakuman.,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge is only just beginning: if they are unable to compete with the artist Eiji Niizuma in the rankings within the span of six months, they will be canceled. To top it off, numerous rivals are close behind and declaring war. They don't even have enough time to spare thinking about an anime! In Bakuman. 3rd Season , Muto Ashirogi must find a way to stay atop the colossal mountain known as the Shounen Jack rankings. With new problems and new assistants, the pair continue to strive for their dream.",TV,25,"Oct 6, 2012 to Mar 30, 2013",Fall 2012,"NHK, Shueisha",Unknown,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,78,537,268794,2815,8589,199772,4779,2711
44087,Gintama: The Semi-Final,8.58,"Action, Comedy, Historical, Parody, Samurai, Shounen",Unknown,New special that will tie into the third new Gintama anime film. (Source: ANN),Special,2,"Jan 15, 2021 to Jan 20, 2021",Unknown,Unknown,Unknown,Unknown,Manga,24 min. per ep.,PG-13 - Teens 13 or older,77,3714,19351,146,1161,4103,219,49
40776,Haikyuu!!: To the Top 2nd Season,8.57,"Comedy, Sports, Drama, School, Shounen",Unknown,"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno. As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded. Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?",TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Unknown,Production I.G,Manga,23 min. per ep.,PG-13 - Teens 13 or older,79,375,355906,4333,66566,194898,5135,1942
21329,Mushishi: Hihamukage,8.57,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",The Shadow that Devours the Sun,"The entire countryside comes to a halt midday to witness a rare solar eclipse that is rumored to allow the average person to see Mushi. Unable to avert their gaze, the air is full of awe and wonder—but those who know the Mushi are preparing for the eclipse's aftermath. Based on a prediction from Tanyuu Karibusa, the cursed recorder, Mushishi Ginko finds himself in a very unlucky farming village. Immediately following the solar eclipse, a strange black cloud begins to gather in the sky and blocks the sun once more. Suspecting it to be the work of a Mushi known as Hihami, Ginko seeks to liberate the village from perpetual darkness. However, it seems that not all of the villagers are eager to return to the light.",Special,1,4-Jan-14,Unknown,"Aniplex, Kodansha, Delfi Sound",Unknown,Artland,Manga,45 min.,PG-13 - Teens 13 or older,80,1345,105796,171,2284,69625,937,501
5300,Zoku Natsume Yuujinchou,8.57,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends Season 2,"s with its prequel, Zoku Natsume Yuujinchou is about Takashi Natsume, a boy who has had the ability to see youkai since he was young, and his bodyguard youkai Madara, nicknamed Nyanko-sensei. Natsume attempts to return names written in his ""Book of Friends"" (which he inherited from his grandmother Reiko) to youkai in his village. Throughout these adventures, he meets some youkai that are friendly, some that want to steal the Book, and some that want to kill him, as Natsume learns about himself and his relationship with these mysterious beings along the way.",TV,13,"Jan 6, 2009 to Mar 31, 2009",Winter 2009,"Aniplex, Nihon Ad Systems","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,84,737,200649,1413,6961,133333,3794,1661
35839,Sora yori mo Tooi Basho,8.57,"Adventure, Comedy, Drama",A Place Further Than The Universe,"Filled with an overwhelming sense of wonder for the world around her, Mari Tamaki has always dreamt of what lies beyond the reaches of the universe. However, despite harboring such large aspirations on the inside, her fear of the unknown and anxiety over her own possible limitations have always held her back from chasing them. But now, in her second year of high school, Mari is more determined than ever to not let any more of her youth go to waste. Still, her fear continues to prevent her from taking that ambitious step forward—that is, until she has a chance encounter with a girl who has grand dreams of her own. Spurred by her mother's disappearance, Shirase Kobuchizawa has been working hard to fund her trip to Antarctica. Despite facing doubt and ridicule from virtually everyone, Shirase is determined to embark on this expedition to search for her mother in a place further than the universe itself. Inspired by Shirase's resolve, Mari jumps at the chance to join her. Soon, their efforts attract the attention of the bubbly Hinata Miyake, who is eager to stand out, and Yuzuki Shiraishi, a polite girl from a high class background. Together, they set sail toward the frozen south. Sora yori mo Tooi Basho follows the captivating journey of four spirited girls, all in search of something great.",TV,13,"Jan 2, 2018 to Mar 27, 2018",Winter 2018,"Media Factory, Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",Unknown,Madhouse,Original,23 min. per ep.,PG-13 - Teens 13 or older,82,392,344406,10283,27984,168250,11331,7203
30276,One Punch Man,8.57,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",One Punch Man,"The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three years—and lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored. This all changes with the arrival of Genos, a 19-year-old cyborg, who wishes to be Saitama's disciple after seeing what he is capable of. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society, and Saitama, shocked that no one knows who he is, quickly agrees. And thus begins the story of One Punch Man , an action-comedy that follows an eccentric individual who longs to fight strong enemies that can hopefully give him the excitement he once felt and just maybe, he'll become popular in the process.",TV,12,"Oct 5, 2015 to Dec 21, 2015",Fall 2015,"TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, JR East Marketing & Communications",VIZ Media,Madhouse,Web manga,24 min. per ep.,R - 17+ (violence & profanity),81,5,2123866,54435,96568,1841220,30271,26755
